,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
7926,מבחינתי שקשור בתמהיל האנרגיה מסיבות סביבתיות כלכליות ביטחון אנרגטי וכדומה מנקודת המבט היותר צרה הכנסות הקרן מתעכבים במעבר מפחם לגז אמרתי שמתעכבים מתעכבים במעבר מפחם לגז יכולות שתי השלכות ההשלכה הראשונה אובדן הכנסות בקרן ואובדן הכנסות למדינה ייצור פחם יקר מגז יגיד הבעיה בגז בגז פחם בעייתי,נשים,0.5850572,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
3329,יושבת-הראש ותודה שלוקח החשוב בזום להודות לחבריי משה ארבל וחבר אייכלר שהצטרפו אליי מובן מאליו מודה לעופר זאבי שנמצא איתנו בזום וידבר בהמשך שהביא לידיעתי החשוב,חינוך,0.58502984,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
987,מבין במסגרת חדלות הפירעון שידענו ייקח אמרנו שנמצאים במצב ארבע שניערו הכיוונים והכול אפשרות להתחיל נוספת להתחיל איכשהו לנשום פיצלנו ההפטר שקודם הפטר שעד שייגמר עשינו הוראת ואמרנו נעזור לאנשים העברנו כחוק נפרד בהתרוממות רוח ובהתלהבות וכששאלנו במדובר אמרו נדמה זוכר המספרים כ-26000 מצטרפים 8000,קורונה,0.5849786,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
22993,הכספים חילופי אישים פרק כולו תשתיות להולכה ולאחסון נפט ההתייעלות הכלכלית חקיקה להשגת יעדי התקציב התקציב ו-2018 התשעז-2016 מ/1083,כלכלי,0.5847967,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
12155,שמחה שהגענו למצב יכולות להכין ותבוא לציון גואלת בקרוב,נשים,0.58470726,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
14018,מכובדיי ערב בהנמקת הסתייגויות והצבעות בפרק התכנית הכלכלית חקיקה ליישום המדיניות הכלכלית התקציב ו-2022 התשפא–2021 מ/1443 הפרק עוסק בתאגידים שהוקמו לייתר דיוק בחובת הדיווח חובת התקנת הדוחות הכספיים והדיווח,כלכלי,0.5846524,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
6493,הפנייה נועדה להעביר 7581 מיליארד שקלים מסעיף הרזרבה הכללית הביטחון תקציב הוצאה תקציב הרשאה להתחייב בסך 289 מיליארד שקלים ותקציב הוצאה מותנית בהכנסה בסך 173320 אלפי שקלים,כלכלי,0.58421636,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
2914,יושב-ראש זוהר יושב וחשוב בפתיח כיושב-ראש סגנים כממלא כחבר מועצת עיר יושב בשני כובעים כובע בתי גרה חתני גר ארבעה נכדים שחיים בכובע יושב עניין פוליטי פוליטיקה אילן שוחט מכיר וקשרים היינו כשהייתי לצפת מדבר אתו קטע פוליטי,בריאות,0.58401734,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
9318,העוני חילקנו לחמישה תחומים מוגדרים הקשורים למשרדים יידע תחום פעילותו ההמלצות לפעילותו שרק יוצאים מהעוני אמור להוציא מהעוני התנאים הבסיסיים יצאו לפועל במצב שוודאי העוני ייבלם שהעוני לעולמי עניים במקרה במקורות מציינים ההתמודדות שחיים בעוני כמשימה סופית שמחייבת ההתייחסות ואחד מאיתנו התייחסות חיובית שאנשים שיחיו איתם שחיים איתנו במצב כלכלי חברתי ואחר יצאו מהעוני העוני מכה משמיים ההיפך השמיים מבקשים מאיתנו לפעול להוציא ממצבם,כלכלי,0.5835848,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
14077,הכספים פרק ז כולו עידוד השקעות הון ההתייעלות הכלכלית חקיקה להשגת יעדי התקציב 207 ו-2018 התשעז-2016 סעיפים 83 88 תיקונים לעידוד השקעות הון,כלכלי,0.5834859,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
1618,נוסף החלטתי לכנס בזמן הפגרה מבינים שקטה להתקדם להתקדם בתכנית אב חופשה חודשיים מתאים החלטתי לקיים דיונים בזמן הפגרה לקראת השואה לכבוד האירוע ניצולי שואה אישית,ניצולי שואה,0.58242136,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
17771,להקדים ולומר נעסוק במהות הפרוצדורה והמינהלתי נפתור להחלטה המהותית שתתקבל,נשים,0.58218545,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
18278,פותחת דיוני נתחיל בסעיף 90 להצעת חוב מהישיבה הקודמת נעבור לתוספת השנייה,קורונה,0.5816253,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
9643,רצינו לבקש לקיים מחדש דנים בשלוש ההצעות יחד הצבענו פורמלי המיזוג רצינו לבקש להשלים התהליך,נשים,0.58141166,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
4358,המדע והטכנולוגיה שלישי ה-3 לנובמבר כז בחשוון תשפא נעסוק בפרויקט התיעוד הלאומי החכם תמונת ופוטנציאל השימוש בתעודות הזהות הביומטריות מתקיימים דיונים נפרדים משיק המשותפת לחוקה פנים ומדע המאגר הביומטרי עוסקים בפרויקט התיעוד לאומי החכם כאמור שחשוב לבדוק לדון ולפקח נתחיל בדוח המממ מרכז המחקר והמידע שערך עבורנו השימוש בתעודות זהות ביומטריות לאספקת שירותים מתקדמים לאזרח יציג רועי גולדשמידט,כלכלי,0.58111364,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
2816,אזרח שבא ושילם הבדיקה שילם עליה בקניית המשקפיים הרי שמקובל בחנויות שכשאתה ובוחר המסגרת נותנים להיבדק בדיקה תעריף שלוקחים לוקחים נכנס נכנס בסופו בדקו העיניים שילמתי כזו המרשם ביד להשתמש כשאני ולפעמים דחוף,קורונה,0.58095205,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
795,נוכחות באירועים ממלכתיים פניית יואל חסון יואל חסון אקריא בינתיים מכתבו שסביבו מכתב יואל חסון הנדון נוכחות ח״כים באירועים ממלכתיים בקשה ישנה חשיבות עצומה לנוכחות קבועה מסודרת ומכובדת ח״כים באירועים ממלכתיים נוכחות כזאת מחזקת האתוס הישראלי המשותף מגבירה האמון נבחרי הציבור לשולחיהם ומעמיקה מעורבותנו והיכרותנו קהילות שונות בפסיפס הישראלי במהלך השנים האחרונות במסגרת תפקידי כחבר נחשפתי למספר בעיות בהקשר ראשית כללים ברורים ביחס לחובת נוכחות ח״כים באירועים ממלכתיים שבאמת היושב-ראש מעורב סבור שהגיעה העת,בריאות,0.58062905,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
8488,היושב היענותך לקיום בסוגיה מכנה כאובה הדהודים לאומיים כבדים בעיקרון פגיעה אנושה פגיעה כואבת בעיקרון שוויון הזדמנויות ופשוט הפיכתה מערכת החינוך למערכת חינוך סגרגטיבית מעמדית שפעמים רבות הבסיס המיון הספר שאליו הילד ילך נקבעים סיכויי כרוך מפגע משמעותי ללכידותה הפנימית החברה הישראלית היושב,נשים,0.58051765,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
6055,ברשותכם למקד בטרם נפתח שנבין הולכים לעסוק ברית המועצות אמשיך ברית המועצות וקל מלומר המשפט הארוך הרשות לנצל ההזדמנות ולומר לשלומי סבן הצילומים בערוץ ושיצלם אותנו מחייכים,כלכלי,0.58036786,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
11673,חברים וחברות מכונסים שבו נעסוק במספר שנוגעות להגבלת היציאה מישראל לחובת ביצוע בדיקה בכניסה לישראל שקשורות שקורה בנמלי הכניסה והיציאה שתי שעוסקות בתו הירוק התקנות דנו בהן האחרון והודענו שנקיים נוסף מנת לאשרן התקנות התו הירוק המרחיבות התו השמח הונחו שולחננו שלישי ליום רביעי נכנסו לתוקף בחצות הצלחנו מחמת יומה המליאה לדון בהן 24 השעות חייבים ורוצים לדון בהן בסמכותה לאשר אותן רטרואקטיבי לדחות אותן לקצוב זמנן למשך מאשר בקשת קיימנו בעניינה החריגים מסקנות חשובות בצד התודה פעילותה,קורונה,0.5803352,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
11761,הכספים שדות התעופה מילוות ואגרות חוב למטרות פיתוח ולצורך מימון פעילות שוטפת הוראות התשף-2020 מ/1359 מציג ממשלתית,קורונה,0.58010083,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
9463,המשפט המחוזי בעקבות המאבקים ואמר שהפרשנות המשפטים לפסיקה הדנגץ נכונה ואיפשר לקבוצת נשות הכותל לתוך עזרת נשים טלית ותפילין תורה נוהל ברחבת הכותל המערבי שאף אורתודוכסי שאינו אורתודוכסי להכניס לרחבת הכותל המערבי ספרי תורה המאבק,חינוך,0.579326,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
19666,ברוכים המתכנסים והמתכנסות אתנו בגין ושמחה רוטמן ממשיכים הארוך והמסודר בסמכויות מיוחדות להתמודדות נגיף הקורונה הוראת קיימנו דיונים בשבוע בשבוע נקיים סדרת דיונים אינטנסיבית ובתולדותיו ההיוועדות החזותית נעסוק,קורונה,0.57922864,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
43,מניה מקצתיה הלוואי ארבעה מיליארד ארבעה מיליון שקלים מבין לאחז עיניים בצער יושב השר לביטחון פנים מתחייב הכפלה והם תוספת 100 ניידות יושב התחבורה מדבר תוספת 25 מיליארד שקל לכבישים אדומים מוקדי סיכון ולוקחים ומתייחסים כאילו תוספת חדשה,כלכלי,0.5789826,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
7130,שמחתי ההזדמנות לבוא ולדבר בתחילת ראשית שהודעתי מתנצל להישאר ולשמוע לשם פיני סמנכל המשרד בישיבה הזום ישמע הדברים,בריאות,0.57854664,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
6092,רב ממשיכים רביעי התחדשות עירונית פרק בינוי ושיכון התכנית הכלכלית חקיקה ליישום המדיניות הכלכלית התקציב ו-2022 התשפא-2021 מ/1443 הכנה שנייה ושלישית,כלכלי,0.5783683,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
8636,חג ימים חוגגים זכויות הילד ההולדת לאמנה בזכויות הילד 28 המבוגרים חובות כלפי ולכנסת חובות מאשר בשדה חובות מיוחדים שחברת דוקטור יפעת שאשא לוקחת עצמה להציף הקשיים הבעיות החלומות מהילדים בשבוע היינו ביחד וניסינו להבין החלומות נוער שעשו בחינות בגרות מיוחדות ברמה חמש יחידות בגרות שהילדים ילמדו,בריאות,0.5777957,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
15088,בישיבת הפתיחה החינוך התרבות והספורט שעוסקת חינוך ממלכתי דתי בשבט ה-41 ישיבה 1,חינוך,0.57773465,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
9732,המרכול מרחיב הצלחתם באופוזיציה בטוחה שהמדינה הולכת להתהפך מזיז מילימטר עזרו מהקואליציה לשלוט,קורונה,0.5776847,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
6393,בחרנו והיה להתחיל הסטודנטים האנטישמיות סממנים גדילתה לצד וירוס הקורונה וירוס עתיק יומין שהולך ושוב מרים ראשו בקמפוסים השונים שהסטודנטים שנמצאים איתנו וכמובן הגורמים השונים ומשרדי ישמעו הסטודנטים שנמצאים שלפעמים נקרא the boots on the ground מומחים מכם לאתגרים הללו בתקופה,כלכלי,0.5767548,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
23194,בערב הועברה עשינו שינויים משמעותיים לעבור עליהם נלך להצבעות נקרא ונשמע התייחסויות,נשים,0.57660925,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
11968,צהריים צו הארכת תקופות הוראה נגיף הקורונה אישורים רגולטוריים התשף-2020,קורונה,0.5763168,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
17340,בישיבה שהתקיימה בשבוע דנה בכמה וכמה סעיפים שהוועדה דנה אישרה בשל סוגיות שונות שעלו 14לג 16 בנוסח שהופץ לקראת ועניינו חובות בעל היתר הפעלה,נשים,0.57631063,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
117,מתחילים פרק יח תכנון ובנייה סימן שימוש במגרשים המיועדים לתעסוקה ושימושים ממשלתיים התוכנית הכלכלית חקיקה ליישום המדיניות הכלכלית התקציב ו-2022 התשפא-2021 מ/1443 הכנה שנייה ושלישית תומר היועץ המשפטי רענן הזיכרון עומדים,כלכלי,0.5762084,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
20449,ממשיכים בסדרת הדיונים ההסדרים והכנת תקציב הכלכלה פרק יא אנרגיה סעיפים 63-62 משק הגז התוכנית הכלכלית חקיקה ליישום המדיניות הכלכלית התקציב ו-2022 בפרק התחלנו בהקראה והיו הבהרות שרצינו לשלוח הביתה לשיעורי שהיום הבהרות ונוכל להתקדם,כלכלי,0.5759664,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
7588,שמיפו תקנון אינן מעודכנות ביקשתי תאריך יעד למתי יותקנו התקנות במקרה הטוב נתקלתי בתאריכים רחוקים שנת במקרים התשובה,בריאות,0.5759575,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
9694,הקודם הרגשתי שפתחתי בעיקרי הנקודות סוגיה מורכבת וחשוב שהדברים ובעיקר הטענות ברורים מתנצלת אאריך העירו הקודם שמיהרתי ודילגתי וחשוב שהדברים ברורים ככל שאלות והערות ואנסה סיכום קצר,ניצולי שואה,0.5757937,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
6717,נעביר הדיבור למישהו מאיריס פלורנטין שהייתה נציגת העבודה והרווחה בצוות סקירה היכן נעשה מצליחים כרגולטור אעשה שהרגולטור עשה אשב העורק הנה פשלה הבאתי אוחנה השר לביטחון פנים פשלה נתקן ישיבה בשורה התחתונה נביא תוצאה נשתוק לאוצר ששתקו יצטרכו לכאן יצטרכו תקנים יסתפקו בדיבורים והדבר ייעשה,קורונה,0.57521266,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
11172,שיטתו הרי שומרי ולפי בנובמבר נצא הנחה כזאת בגין נגיד,ניצולי שואה,0.5748445,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
8507,התשתיות לקח נתונים כ-42 מיליון פלסטינים ושל 15 מיליון יהודים לשם מתכננים התשתיות ותכניות האב סטטוס פרויקטים ביהודה ושומרון פרויקטים תחבורתיים בכבישים שצריך לתכנן שבתכנון שבביצוע בשלבים שונים התקדמות בתכניות מוקדי סיכון תאורת כבישים ופניות ונושא המעברים בדגש מעבר מיתר המציאות הקשה התשובות,כלכלי,0.5748068,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
13729,עובר לנושא האחרון שעל שינויים בתקציב המשכי לשנת מסביר ההעברות בקשה לוועדה 33-016 פנייה לוועדה 8005 החקלאות מסביר,נשים,0.57471347,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
17441,הוויכוח לשלם התלנים ויכוח תלנים תלנים לשלם וכמה ואיך ופה מתברברים,קורונה,0.57455707,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
8117,שאלתי היועץ המשפטי לממשלה ליועץ המשפטי שרת המשפטים שבו עובר בכך חי באורח לאף לחיות דן העניין כדיון פילוסופי אקדמי דתי שרוצים היועץ המשפטי לממשלה עבירה עבירה מכיוון בוודאי עבירה הנהלים שנקבעו,ניצולי שואה,0.5745396,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
9405,המחוקקים החליטו יד הרב בעבר להשתקה איסור שהעיקרון להגן עבד בעבר כיום כשהנשים עצמן אומרות מהן תאמינו מאפשרת מוכנה לאפשר ומוכנה לעמוד לדין ישכנע שהצביעו חודשיים מעמידים לדין מעורר הרב חסינות יעמידו לדין יתחשבנו הצוות שקיים עברו לפגוע באף אישה באלה שעושות נהדרת מצויינת לצדי,חינוך,0.57436395,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
4475,במסגרת העבודה מצאנו קשרי מימון מפוקפקים ארגונים מטרתם הסטה ופעולה שמעודדת גזענות ואלימות כנגד אזרחים וקבוצות שונות בחברה הישראלית כנגד קבוצות מיעוטים כנגד קבוצות פוליטיות ואחרות שייחודי למצב שחלק מהארגונים נהנים ממימון ארגונים מטרתם הסטה לאלימות ארגונים שמצהירים פומבית קוראים לאלימות ארגונים שהמציאו פעולות תג מחיר כנגד חיילי צהל ההתנתקות ארגונים שיוצאים כנגד הציבור הערבי ולפעמים ארגונים שיוצאים הציבור הפלסטיני הארגונים הללו מגיעים הגוונים והעולמות,ניצולי שואה,0.5733319,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
1483,באוגוסט שעברה גברת איריס פלורנטין סמנכלית בכירה במשרד וראשת מינהל לשירותים אישיים וחברתיים ולענייננו האחראית הצוות שמוביל היישום המטה שמיישם התכנית סקרת התכנית שמתוכנן ליישום ב-2021 מר אליעזר רוזנבאום משנה למנכל במשרד הבטפ לענייננו אחראי המשרד הביצוע החלק המשרד בתכנית סקרנו והיו הערות ארבעה חודשים להמשך היישום סיכום העשרים ואחד בוצע ממה שעמד הפרק וסקירה ב-2022 וכמובן קיבלנו הניירות שאפשר נגיד עניינית שנספיק לעבור,כלכלי,0.5731229,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
18031,היושב-ראש רכז תעשייה ומסחר באגף התקציבים הפנייה נועדה להעברת תקציב מסעיף 36 עבור הכלכלה והתעשייה בסך 278132 אלפי שח,כלכלי,0.5730836,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
22567,ממשיך הסעיף האחרון הדרכונים 2 התשעז-2017 קיימנו בישיבה הקודמת סיימנו לחזור הדברים שנאמרו בישיבה הקודמת,נשים,0.5729204,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
