QuoteText,OriginalTopic,Topic,Topic_Prob,,,,,,,
"הדיון שאני מקיימת היום הוא לעילוי נשמתו של הרב שלמה קורח ז""ל, שנטל חלק פעיל באיתור ספרי הקודש. אני צריכה גם לומר שהוא ניסה לאתר את אחותו והוא היה פעיל בנושא של ילדי תימן, מזרח והבלקן החטופים, ועל כך אני מוקירה את זכרו ואני מודה לו על כל מה שהוא עשה למען העדה, למעני גם ולמען אנשים אחרים. אחד מגדולי הרבנים שידעה יהדות תימן, ואני מבכה על לכתו. אני באמת רציתי לבטל את הישיבה אבל מצד שני אמרתי שזה דווקא לזכרו, דווקא שכל כך הרבה אנשים הגיעו היום לדיון, היה חשוב לי לקיים את הדיון ואני באמת מרכינה ראש על לכתו. אתמול, בבני ברק, הוכרז יום אבל. אני אומרת לכם שגם לי, אישית, זה מאוד מאוד קשה שהוא איננו ושהוא הלך ושאני לא יכולה להתייעץ אתו.",נשים,בלי,0.9091448,,,,,,,
"בוקר טוב. אני פותחת את ישיבת ועדת המשנה למאבק בסחר ונשים ובזנות. על סדר-היום: מעמדן של נשים קורבנות סחר, בדגש על סיפורן של 27 נשים שנחטפו מאתיופיה והוכרו כקורבנות סחר למטרות שירותי מין. ",נשים,נשים,0.9087338,,,,,,,
"המצגת תסתיים בתשובות של חבר הכנסת פריג', לא תפתח בהם. אנחנו מדברים על הפלטפורמות של ה-P2P השקעות והלוואות להמונים. מבחינת תכליות שלנו, דברנו במקטעים הקודמים, אנחנו שומרים על אותם תכליות, מדברים קודם כל על הגנת הצרכן. כשאנחנו מדברים על הגנת הצרכן אנחנו מדברים על לקוחות ובשונה מהמקטעים הקודמים, אנחנו מדברים על לקוחות שנמצאים בשני הצדדים של הפלטפורמה, לא רק הלווים אלא גם המלווים. אנחנו מדברים על תכלית של תחרות. יציבות של משקי הבית וגם של המערכת הפיננסית וכמובן גם מניעת הלבנת הון.  ",נשים,כלכלי,0.90757525,,,,,,,
"הדיון היום הוא בעניין הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2021 ו-2022, התשפ""א-2021.",נשים,כלכלי,0.9039979,,,,,,,
"בוקר טוב. אני מתכבד לפתוח את ישיבת הוועדה לקידום מעמד האישה ושוויון מגדרי. היום ה-20 באוקטובר 2020, ב' בחשוון תשפ""א. ",נשים,נשים,0.9039907,,,,,,,
"יפי גליק, אשתו של חבר הכנסת יהודה גליק, חברנו, הלכה ביום שני לעולמה. יפי הייתה בת 51 ולבני הזוג שמונה ילדים, בהם ארבעה ילדים משותפים ושתי בנות – אחיות – אומנה. כמו כן, הייתה סבתא לשבעה נכדים והתגוררה ביישוב עתניאל. יפי הייתה עובדת סוציאלית שכתבה שירים רבים שהתעמתו לא פעם עם האל והאמונה. היא התאלמנה בגיל 23, כשהייתה אם טרייה והתחתנה בשנית עם יהודה חברנו. היא הייתה לצדו של יהודה כאשר ניסו להתנקש בחייו ולאחר מכן ליוותה אותו במאבקו לאחר ניסיון ההתנקשות. ",נשים,בלי,0.9033537,,,,,,,
"ערן ניצן, אתה רוצה להציג את הנושא? קודם כול, אני מכבד את חברי, ראש עיריית לוד, יאיר רביבו, ברוך הבא. ",נשים,בלי,0.9032399,,,,,,,
"בוקר טוב, אני שמח לפתוח את ישיבת הוועדה לקידום מעמד האישה ולשוויון מגדרי. היום 27 ביולי 2020, ו' באב תש""ף. ",נשים,בלי,0.90285176,,,,,,,
בוקר טוב. אני פותח את ישיבת הוועדה לקידום מעמד האישה ולשוויון מגדרי. על סדר-היום: משבר בקרב עובדות המעבדות. ,נשים,נשים,0.90281475,,,,,,,
"בוקר טוב לכולם ולכולן, אני פותחת את ישיבת הוועדה לקידום מעמד האישה ולשוויון מגדרי, היום 20 ליולי 2016. ",נשים,נשים,0.9024889,,,,,,,
הגענו לסעיף 32. מיצינו את כל ההערות. אני רק רוצה לוודא כי אין עוד הערה לדברים שעלו בדיון הקודם.,נשים,בלי,0.9024495,,,,,,,
בוקר טוב. אני מתכבד לפתוח את ישיבת הוועדה לקידום מעמד האישה ולשוויון מגדרי. אני מתנצל על העיכוב אבל זה בגלל שהייתי בוועדת הכנסת בדיון על העברת נושא לדיון בוועדה.,נשים,נשים,0.902449,,,,,,,
אבקש מרחל טבת ויזל לפתוח בקצרה ולשים את הנושא על סדר יומנו. היא תציג  את הדוח. אני מבקש להיות מאוד מאוד ממוקד.,נשים,בלי,0.90235764,,,,,,,
"אני פותחת את הדיון בהרגשה קשה מאוד, בתקווה שזה לא יהיה הדיון האחרון של הוועדה בגלל כל מה שראינו בלילה, אבל יש לנו משימה ואנחנו רוצים מאוד ונחושים מאוד לסיים אותה. ",נשים,בלי,0.90233696,,,,,,,
"אתם עובדים קשה, קצת יותר מדי לטעמי, כדי לצמצם את המספר. אנחנו לא רוצים שבסוף ידיכם יהיו מרוקנות מעבודה, נכון? כמה היה בשיא?",נשים,בלי,0.9022084,,,,,,,
"אני פותחת את הישיבה של הוועדה לבטחון פנים, היום 19 באוקטובר 21', י""ג בחשוון תשפ""ב, הנושא פרק ח' (כבאות) מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2021 ו-2022), התשפ""א-2021, הכנה לקריאה שנייה ושלישית. ",נשים,בטחון פנים,0.9020918,,,,,,,
"אני פותחת את הישיבה של ועדת המשנה לבחינת הרפורמה בבריאות הנפש, היום ה-15.5.2018, א' בסיון התשע""ח, השעה 12:40. היום הנושא שלנו הוא זינוק בצריכת נוגדי דיכאון ודיכאון בקרב נשים בתקופה שסביב הלידה. בחרתי לעשות את שני הנושאים האלה יחד כי עד שקיבלתי אישור לבוא ולדבר על דכאון לידה, ואני חושבת שזה די חשוב, שאם לא מאבחנים כמו בן אדם, מה צריך הבן אדם עצמו לקבל, האבחנה היא לא נכונה, מה צריך הבן אדם לקבל וישר נותנים תרופות, כמו בכתבה שהייתה ב-YNET, אז חבל שאנשים יקבלו תרופות ללא צורך. ",נשים,בריאות,0.90201074,,,,,,,
"אני פותחת את דיון הוועדה בנושא: ""מתווה לפתיחת השמיים לנכנסים וליוצאים מישראל"". זו ישיבת מעקב מהשבוע שעבר.",נשים,בלי,0.9019402,,,,,,,
"כדי לצמצם את היקף האנשים שנכנסים לבידוד בשל אותו מערך שמזהה את המגעים, נדמה לי שצריך לעשות שני שינויים מהותיים, לא רק שינויים בקיצור הזמן או בהרחבת שיקול הדעת. אחד, צריך לבחון כיצד מאחדים את המידע שמתקבל מפעולת הכלי של שירות הביטחון הכללי עם החקירה האפידמיולוגית עצמה. במקום המשלוח האוטומטי של הודעות לאנשים שלכאורה היו במגע, צריך לחשוב על שינוי סדר הדברים - לעשות בדיקה טרם משלוח ההודעות, ואם לא, אז כאשר יש בדיקה אפידמיולוגית שנעזרת בכלי שב""כ – לשפר את הממשק הזה ואולי גם לנקוט בשחרור יזום של אנשים. אם לחוקר אפידמיולוגי שמתחקר, מתשאל חולה מאומת ידוע או צמוד לו המידע באשר לאותה חקירה קונקרטית שמגיעה בצורה מסוימת מכלי השב""כ, יכול היות שבאופן יזום אפשר לשחרר אנשים בשביל להבין שיש טעות בדבר. ",נשים,קורונה,0.9014947,,,,,,,
"אנחנו מתחילים דיון של הסתייגויות והצבעות בנושא: פרק י""ג (רישוי עסקים) מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשת התקציב 2021-2022), התשפ""א-2021, מ/1443.  ",נשים,כלכלי,0.90147156,,,,,,,
"עוד דבר שמדאיג אותי במיוחד הוא אחוז המשתתפים בהכשרות מקצועיות באוכלוסייה הערבית. חלה איזושהי ירידה שלא יכולתי להבין אותה וכדאי שנראה את המסמך שהפיץ מרכז המחקר בכנסת, ממנו עולה שיש ירידה מ-23% של השתתפות האוכלוסייה הערבית ל-16.5%, שזה סותר את כל המידע שקיבלנו עד עכשיו על הקצאת משאבים מיוחדים ותכניות כדי להכניס יותר ויותר במיוחד נשים ערביות לשוק העבודה, אז אני אשמח שאחר כך נקדיש קצת מחשבה ונקבל תשובות לשאלה איך יכול להיות שהסטטיסטיקה היא כזו. ",נשים,נשים,0.9013781,,,,,,,
"אנחנו פותחים את חלקה השני של הוועדה שעוסקת בסוגיות חברון, ואנחנו נקצר אותה. ואני אומר ברוך הבא לממ""ר חברון, שכבר שנה שלישית אוטוטו מנהל יחד עם מח""ט חברון, שהוא אולי התחלף, אבל הוא כבר שלוש שנים. אני ממליץ לכם – טוב, את חריז ראיתי – אני ממליץ לך, מלי, לבוא לשבת חיי שרה ולהבין איזו אופרציה מתנהלת שם. אם את מחליטה, אז דירה לכל המשפחה עליי, וארוחות על אורית.",נשים,בלי,0.9011158,,,,,,,
"בוקר טוב, אני מתכבד לפתוח את ישיבת ועדת הכספים, אנחנו מתחילים באישור מוסדות ציבור לעניין סעיף 46 לפקודת מס הכנסה (רשימה שסימנה: 11-72-17), ואישור מוסדות ציבור לעניין סעיף 61 לחוק מיסוי מקרקעין (רשימה שסימנה: 11-75-17). ארז, בבקשה.",נשים,כלכלי,0.9009051,,,,,,,
"גם בדיון המשולב האחרון במליאה וגם היום וביום ראשון בוועדת הכנסת הגענו להבנות בין הקואליציה והאופוזיציה. אני אחזור עליהן: סיכמנו לא לנהל דיון ביום ראשון, ערב ראש השנה, ולא ניהלנו. אנחנו מנהלים היום דיון החל מעכשיו ועד השעה 15:00 בשל הצום, וביום ראשון, בעזרת ה', נחדש את הדיונים של הוועדה על הניתוב לוועדות החל מהשעה 10:00 ועד השעה 21:00 בערב. לא תתקיים הצבעה במהלך שני הדיונים הללו עד יום ראשון בשעה 21:00. ביום ראשון בשעה 21:00 נעשה הצבעות על כל הסעיפים ואחרי שנגמור את ההצבעות, ובעזרת ה', שייגמר בצורה טובה נפתח את המליאה ונמסור את ההודעה לכנסת. ",נשים,בלי,0.9008644,,,,,,,
"אני אומר כדרך שאמרתי גם קודם, וחסרים לנו פה גורמים מרכזיים, שהם משרד החוץ ונציג ראש הממשלה, ואנחנו נעביר לו את הדברים עוד השבוע, וכבר הייתי איתם בדברים, גם המטה לביטחון לאומי, ואנחנו נדאג שהם יהיו איתנו גם בקשר וגם בישיבת המעקב.",נשים,בלי,0.89928335,,,,,,,
"אני רק אומר שהשיג והשיח בינינו נסוב על אותן נקודות שליבנו בדיונים בשבועות האחרונים: ההבחנה בין מסירה וולונטרית למסירת חובה, איך עוברים ממצב וולונטרי למצב חובה, מה ההשלכה של שני המצבים האלה על עניין ה-opt in וה-opt out, ועוד שורה של סוגיות יותר נקודתיות, אבל הן חלק מהתמונה הגדולה, גם נושא מבחן השימושיות, ההסדרים המיוחדים ביחס לאזרחים ותיקים ולאזרחים עם מוגבלויות או עם מינוי של אפוטרופוס, סוגיות של אבטחת מידע בהיבטים שונים. ",נשים,טכנולוגיה,0.89902806,,,,,,,
"תודה שהגעת, גברתי חברת הכנסת עליזה לביא, האמת היא שפנו לוועדה מר אורי פריד מבית הספר לעבודה סוציאלית ולרווחה חברתית באוניברסיטה העברית וביקש את קיום הדיון הזה. את הנושא הזה אני מכירה מכמה וכמה פעמים שהרציתי בעבר, עם אנשים שהם מטפלים בגברים או בצעירים שעברו תקיפה מינית ובפעם הראשונה שהקשבתי לניסיון האדיר שיש בטיפול בגברים ונחשפתי לסוגיות שמאתגרות כל מטפל או מטפלת בגבר או בנער שעבר תקיפה מינית – האמת היא שזה גרם לי הרבה לחשוב ולהבין עד כמה קשה הרבה פעמים, בחברה שהיא חברה מאד מאצ'ואיסטית, חברה שהיא מאד גברית, מאד מעריכה את הכוחניות ואת הכח – כמה קשה לבחור צעיר שגדל מתוך הבנה מגדרית כזו: שגבר הוא כח, גבר לא אמור להתלונן, הרבה ממנו זה הכח המיני שיש לו, כמה קשה לו לבוא ולחשוף שהוא עבר הטרדה מינית. ",נשים,נשים,0.898002,,,,,,,
"אנחנו יודעים מה זה חבלי לידה, מי מביננו שחווה את זה ומי ששמע סיפורים, אם זה אני מההורים שלי, אימא שלי שעלתה מחלב, מסוריה ישר למעברות ומשם לכיתה למזרחיים ולכיתה אחרת לאשכנזים, ואם זה אבא שלי שעלה מפולין המוכה והיה צריך לחיות את השפה העברית כנוער, והיו קופצים ברחובות על אנשים ששמעו אותם מדברים באידיש או בערבית, והיו קופצים להם על הגב וצועקים, לא עברית, דבר עברית, וכל סיפורי העלייה. ",נשים,עולים,0.8973686,,,,,,,
בימים האחרונים קיימנו דיונים אינטנסיביים עם המשרד המציע סביב סוגיות שהן סוגיות מפתח. מבחינתנו בסוגיות הללו קיימה הסכמה בסיסית. הדבר כמובן לא יפטור אותנו מהצורך למעבר קפדני על הניסוחים בחוק ועל כל הוראות החוק. מהשלב הזה אנחנו נדון בנוסח שאני מניח אותו על השולחן והוא הנוסח שילווה אותנו בדיונים ועליו גם יבוצעו השינויים בהם נדבר בוועדה.,נשים,בלי,0.8971812,,,,,,,
"אני אמשיך ואפעל ולנגד עיניי טובת המשפחות. לא קרדיט, לא שום דבר אחר. אני יודעת שכל מה שאני עושה זה באמת עבודה פרלמנטרית שפותחת את כל השערים. ולהגיד עוד משהו, זה שאני חברת כנסת, במעמד חברת כנסת, זה מה שפותח דלתות, זה מה שגרם לראש הממשלה להבין שצריך לפתוח את החיסיון על חומרי החקירה וזה מה שגרם לכל המערכת, אני צריכה להגיד כאן, אם זה הפרקליטות, היועמ""ש, אם זה משרד המשפטים, אם זה משרד הרווחה ואם זה משרד הפנים ובמיוחד למי שאחראי על מרשם התושבים והגנזך, לתת תשובות למשפחות וזה מה שחשוב. ",נשים,בלי,0.8968756,,,,,,,
"לסיכום ולא להאריך במילים כי יש פה אנשים חשובים שבאו במיוחד, אנחנו מאוד שמחים שהגעתם ובכלל אנחנו רוצים להודות לכם, מקווים שתשאירו לנו את התמונות כדי שנוכל ליהנות מהם קצת. הכי חשוב זה שקישטתם את המקום הזה והכנסתם לו קצת אור וצבע וזה תמיד מבורך, אז תודה רבה שהגעתם.",נשים,בלי,0.8958725,,,,,,,
"קרעי אתה יודע שכשאנחנו רגועים, אנחנו רגועים ואנחנו דרוכים עכשיו, אנחנו דרוכים, כי האולם מלא והנושא רגיש ואנחנו ננהל את זה לפי כלל השיטות שלנו עד היום, פלוס התוספת שלא תהיה שפה פוגענית לגופו של אדם, אני מבקש מכולם להתאפק ולדבר לגופו של נושא ולא לגופו של אדם. רון מלכא, עשר דקות, אחריו הלמ""ס חמש דקות, בבקשה רון.",נשים,בלי,0.8957744,,,,,,,
"אני משפטן באגף הממונה על השכר במשרד האוצר שהיה מעורב במו""מ בהסכם הקיבוצי שעליו הצו מבוסס. אני אסביר על מהות השינוי בשיטת העדכון לפנסיה, אבל לפני זה חשוב לנו לומר שהשינוי הזה הוא חלק ממהלך רחב בפנסיה התקציבית בכל המגזר הציבורי שנמצא לקראת סופו. השינוי הזה בשיטת העדכון כבר נעשה בשירות המדינה ב-2009 בכוחות הביטחון, המורים והגננות, הרשויות המקומיות. רוב המגזר הציבורי כבר עשה את השינוי הזה. הסגל האקדמי הבכיר הוא אחת מהאוכלוסיות האחרונות.",נשים,כלכלי,0.8955508,,,,,,,
"בוקר טוב לכולם. אני שמחה מאד לפתוח את ישיבת ועדת המשנה של הוועדה לקידום מעמד האישה ולשוויון מגדרי - ועדת המשנה למאבק בסחר בנשים ובזנות, את הישיבה הראשונה של ועדת המשנה. ישיבה שבה ביקשנו לבוא, להתכנס, להקשיב, לשמוע, ללמוד ולהתוות את דרך ההמשך של הוועדה הזאת.",נשים,נשים,0.89394045,,,,,,,
שלום לכולם. אני פותחת את ישיבת הוועדה לקידום מעמד האישה ולשוויון מגדרי.על סדר ביום אלימות נגד עובדות סוציאליות.,נשים,נשים,0.8933045,,,,,,,
"אנחנו שוב נמצאים במצב שבו המתלוננות צריכות לקבל את הכלים הנדרשים כדי שתהיה להן יכולת להמשיך ולהתמיד בתביעה שלהן. אני מניח שזה לא המקרה כי מדובר פה באישה עם מודעות עצמית מאוד גבוהה ועם ביטחון עצמי מאוד גבוה וכמובן אני אשמח אם גברתי היושבת ראש תחליט, כי לא מדובר כמובן במקרה בודד, במקרה הזה, אנחנו קיבלנו גם פניות נוספות של מקרים נוספים אבל הדיון צריך להתמקד על מה קורה בטיפול בהטרדות מיניות בשלטון המקומי וברשויות המקומיות.",נשים,נשים,0.89262515,,,,,,,
"כבר בעבר הנושא של גיל הפרישה לנשים עלה ודנו בו, גם בוועדות וגם בכנסת, וחוקק חוק סביב הנושא של איך מתקיים הדיון הזה, במיוחד לאחר שחלו שינויים דמוגרפיים, גם במדינת ישראל, אבל גם בעולם באופן כללי. נשים, אנחנו כנראה הולכות ומתחזקות, חיות יותר ובאופן כללי כל האנושות, כולל אזרחי מדינת ישראל, חיים חיים יותר ארוכים וכנראה, למרות כל הקיטורים שלנו, באיכות חיים יותר טובה מבעבר. הדבר גרם תמיד לוויכוחים על גיל הפרישה, ובמיוחד על גיל פרישה לנשים. ",נשים,נשים,0.892426,,,,,,,
"	האמת היא, ברשותכם, שכל הנושא של עירובין זה דווקא, דווקא התחום של עירובין, ביחס לכל הלכות שבת, כתוב שהיא מלאכה גרועה, נכון? בגלל, ועל זה כתוב פסוק במיוחד בתורה שלא להעביר מרשות לרשות, בגלל שהיא באמת - - - אנחנו פה לא בהרצאה על נושא השבת בעיקרון, בואו נלך רק לתכלס, השורה התחתונה, יש הלכה שחייבים לעשות, יש, לא ניכנס לפרטים איך ומה כמובן עכשיו, הנושא שחייבים לתחום את המקום המושב, כל היישוב שיהיה באיזשהו סימון שזה מקום יישוב מגודר. מה ההגדרה של גדר? זה הנושא של הרבנות וקטונתי. ",נשים,דת,0.8916529,,,,,,,
"אני אציג לכם את חברי הכנסת שהגיעו, כי יש כאן נוכחות מרשימה. חבר הכנסת דב חנין, קארין אלהרר, סעיד אלחרומי, אילן גילאון, מאיר כהן, מסעוד גנאים וחבר הכנסת יוסי יונה. נתחיל עם חברת הכנסת קארין אלהרר. ",נשים,בלי,0.89137733,,,,,,,
"לפני שאנחנו מתחילים עם זה, אני חושב שאי אפשר שלא להתייחס למה שקרה אתמול במליאת הכנסת. הצעת חוק שעמדה פשוט להציל נפשות באילת ובים המלח, בעיקר באילת, עיר שסובלת מ-80% אבטלה שכל פרנסתה היא על התיירות, הצעת חוק שעוכבה כבר שבוע מכיוון ששר הבריאות התעקש שההסתייגויות לה יוסרו, דבר שפשוט לא מקובל ביחסי ממשלה כנסת, הוגשה אתמול למליאה אחרי שהיא עברה עבודה ועבודה רצינית מאוד בוועדת החוקה, הגיעו להסכמות גם קואליציה וגם אופוזיציה וההסכמות האלה לא היו אלא לאפשר לממשלה לפתוח לרצונה על פי אותו חוק מקומות נוספים, לא לחייב אותה, לא שום דבר אחר, ומהרגע שהנסיונות של שר הבריאות למחוק את השינוי הזה של הוועדה על ידי הסתייגות מליאה, הניסיון הזה נכשל, הוא משך את הצעת החוק.",נשים,בלי,0.8899433,,,,,,,
"קיבלתי הרבה פניות. אנשים לתומם חשבו שהולכים כאן לדון בנושא של הבקבוקים הגדולים, בל אנחנו לא הולכים לדבר על הבקבוקים הגדולים. עדיין יש לנו שאלות על הבקבוקים הקטנים, כך שאני עדיין לא רץ לדבר על הבקבוקים הגדולים.",נשים,בלי,0.889636,,,,,,,
"על סדר היום פרק י""ג (שונות), סעיפים 112 ו-114 (פרסום דוחות של חברות ממשלתיות), מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018.",נשים,בלי,0.8892081,,,,,,,
"התכנית התחילה ב-2015. היא התחילה בערים רמלה, לוד ורחובות ב-2015. היא הורחבה השנה אם יש לי אינפורמציה מדוייקת, ב-2017 בפתח תקווה ובתל אביב - יפו - - -",נשים,בלי,0.88911325,,,,,,,
"צהרים טובים, אני פותחת את הישיבה של הוועדה לקידום מעמד האישה ולשוויון מגדרי. היום 9 בינואר 2017, והדיון הוא על הצגת הניתוח המגדרי של תקציב הכנסת. אני שמחה לברך על השתתפות מר אלברט סחרוביץ, מנכ""ל הכנסת. ",נשים,נשים,0.88790417,,,,,,,
"תודה גברתי יושבת הראש. האמת שזה סוג של דה-זה-וו. ישבנו כאן, באולם הזה ונדהמנו לראות שבמדינת ישראל יש פוליסות שמבטחות מטרידים מיניים. אני מזכירה לכם את הסיפור שהיה בקריית מלאכי. ישבנו ונדהמנו ולא הבנו איך הדברים האלה קורים. ישבה כאן איתנו המפקחת. אז זה היה בהגדרה של המפקחת על הביטוח. היום ההגדרה שונתה, הסמכויות התרחבו, אבל אנחנו מגלים שמה שכאן סיכמנו, עבר, המפקחת מפרסת נהלים ברורים, גברתי יושבת הראש, על איך עושים ומה עושים, הכל הוא בגדר המלצה ובדיחה. כי בפועל, בשטח, מאז חגיגה ובלגן אחד גדול.",נשים,נשים,0.8876729,,,,,,,
"מתחילים דיון שני, פרק י""ח (תכנון ובנייה), סימן ב', שימוש במגרשים המיועדים לתעסוקה ושימושים ממשלתיים, מתוך הצעת חוק התוכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2021 ו-2022, התשפ""א-2021 (מ/1443), הכנה לקריאה שנייה ושלישית. תומר, היועץ המשפטי של הוועדה, רענן את הזיכרון, איפה אנחנו עומדים עכשיו. ",נשים,כלכלי,0.8863972,,,,,,,
"יש לזכור שעם האתגר תמיד, אני אומרת, באה גם הזדמנות ובוועדה הזו לטעמי יש לנו את ההזדמנות וגם את החובה לטפל באופן הוליסטי ואחראי בכל הנושאים והאתגרים שלפנינו. בתפקיד אני מתחייבת להאיר את הזרקור על האחדות המהותית, בעיניי, שאנחנו כל כך כמהים לה ובנושאים רבים קשה להגיע אליה. בנושא הזה אין בינינו הבדלים, זו הזדמנות לממש את השליחות שלנו לטובת כלל אזרחי מדינת ישראל ולייצר שיתוף פעולה על מגזרי, על פוליטי ועל מפלגתי במשכן הזה ולפעול באחריות לטובת כלל אזרחי מדינת ישראל.",נשים,בלי,0.8861255,,,,,,,
"שלום לכולם, בוקר טוב, אני חייבת לומר לכם שאני פותחת את הישיבה הזאת בצער ומחאה ובכעס גדול מאוד וגם בכאב על כך שאפילו כבשת הרש, הדבר הקטן הזה שעליו הייתה הסכמה, של העלאתם של 1,000 משארית יהודי אתיופיה שיש להם קרובים מדרגה ראשונה כאן בישראל, אפילו הדבר הזה לא יוצא לפועל. העובדה שאני מדברת על ה-1,000 האלה, שלא תהיה אי הבנה, לא מונעת את המחאה הקשה שלי ואני בטוח שגם של חבריי כאן, על כך ש-8,000 משארית יהודי אתיופיה עדיין נמצאים באדיס ובגונדר והם מסורבי עלייה בעיניי, לכל דבר. בנסיבות אחרות ויותר הגיוניות וצודקות, הם היו כבר מועלים לכאן מזמן במסגרת חוק השבות, אלא שלמרבה הצער ובגלל אפליה בוטה, מה שחל עליהם הוא חוק הכניסה לישראל שמביא אותנו שוב ושוב אל תוך השוקת השבורה הזאת.",נשים,עולים,0.883138,,,,,,,
"תקנות הטיס שמגיעות אלינו נובעות מפעולה של שני העשורים האחרונים להסדיר את עולם התעופה וגם להיראות טוב בעולם. היו תקופות שישראל גם ננזפה על ידי רשויות תעופה אזרחיות אחרות ברמת הבקרה והרגולציה שלה. וכך בעצם קמה רשות לתעופה אזרחית בחוק. ואחד הדברים שהיא נדרשת לעשות בימים אלה להתאים את התקנות שלה גם לעולם התעופה שמשתנה, כלי הטיס החדשים, כטב""מים, רחפנים וכל אפשרות אחרת שמתפתחת. התקנות הללו יאפשרו לה לעשות את עבודתה בפיקוח טוב יותר וגם לקיים את החוק וגם לאכוף איפה שהיא נדרשת לאכוף ולתת שירות כראוי לכל החברות והגופים. ",נשים,בלי,0.88256466,,,,,,,
"הדיון שקדם לדיון הזה התעסק ביישום החלטות הוועדה. בדיוק לפני שנה הוועדה לקידום מעמד האישה ברשותי אירחה את הוועדה הבין משרדית שבאה והציגה את ההמלצות שלה למאבק באלימות נגד נשים באופן מערכתי. הצטרכנו לעבור מאבק עיקש גם כארגוני נשים וגם פה בכנסת ובמיוחד בוועדה כדי שהשרים וועדת השרים יואילו בכבודם ויאשרו את ההמלצות. ובאותו שבוע מאוד קשה שעברנו, איבדנו בו ארבע נשים שנרצחו, התיישבה ועדת השרים והחליטה לאמץ את ההמלצות ולצערי הרב עד ליום הזה לא הוקצו התקציבים המתאימים ליישום ההחלטות האלה. ",נשים,נשים,0.882047,,,,,,,
"אני חושבת שכבר ב-2016 הייתי חברה בוועדת חוץ וביטחון, הייתה ועדה חסויה מאז, ואפשר להגיד, ישב בנימין נתניהו, ראש הממשלה, הוא אמר ששני האיומים הכי גדולים על מדינת ישראל היום הם אז כבר הם סייבר ורחפנים, אמר וצדק. האירוע התחיל להתגלגל בעיקר בשנים האחרונות, ואנחנו רואים יותר ויותר גופים שמותקפים. ראינו את התקיפה על ביה""ח הלל יפה, אבל זה כמובן גם לפני שירביט וכמובן אוניברסיטת בר אילן ועוד הרבה גופים.",נשים,בטחון,0.8815495,,,,,,,
"שלום לכולם. אני מתכבד לפתוח את הישיבה. שלום לחבר הכנסת שמכבדים אותנו בנוכחותם. שלום גם לכן, יעל ובת חן, שכיבדתן אותנו בנוכחותכן, מנהלות תכנית ""מפרש"" ועובדות בקרן לאוטמן. מיד תציגו בצורה יותר מעמיקה גם את עצמכן וגם את הסיבה שבגינה התכנסנו.",נשים,בלי,0.8799887,,,,,,,
"כמעט שבת שלום לכולם. אנחנו פותחים את הדיון על הסעיף השני בסדר היום - פרק י""ז (מס גודש) מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2021 ו-2022), התשפ""א-2021.",נשים,כלכלי,0.87935436,,,,,,,
"	שלום לכולם, אנחנו מתחילים את הישיבה השנייה הערב. אנחנו בדיון המשך שכותרתו: פרק ח' כולו (תקשורת), מתוך הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2017 ו-2018), התשע""ז–2016. ",נשים,כלכלי,0.8781994,,,,,,,
"ואני מצפה שהממשלה, כפי שאמרתי לאורך כל הדרך, תימנע משימוש בסעיפי הדחיפות, ותגיש את התקנות במועדן לוועדה, כדי שיהיה לנו מספיק זמן לעסוק בהן. כשיוגש חוק הקורונה החדש, אז גם נעמוד על זמן מספק לוועדה לבחון את הדברים האלה. התקנות הונחו על שולחננו אתמול, נכון?",נשים,קורונה,0.87785375,,,,,,,
"כמו שהיושב-ראש אמר נתחיל עם הסעיפים הנותרים שלא הוקראו, כולל סעיף חדש שנוסף כהוראת מעבר מסוימת, ואז סעיפי תחילה ותחולה ותיקונים עקיפים; ואז נחזור לשורה של נושאים שבהם נעשו תיקונים ושינויים בהתייעצות עם גורמים מחוץ לכותלי הוועדה בעקבות הערות ופניות שהתקבלו על סעיפים שהוקראו קודם אבל עברו שינויים שונים שנועדו לתת מענה לנושאים הנוספים. עקרונית הרפרנס שלנו הוא הנוסח המשולב שעלה לאתר הוועדה לפני יומיים בשעות הערב. אני פשוט מקריא את הדברים שנדונו. בנוסח המשולב זה בעמוד 16 למטה. אחרי זה נחזור אחורה לכל מיני הערות נוספות שהתקבלו. ",נשים,בלי,0.87751937,,,,,,,
"אבל ברצוני להדגיש שזאת לא פעם ראשונה שאנחנו בוועדה לקידום מעמד האישה מקיימות דיונים שקשורים לנשים ודיור ציבורי. אנחנו קיימנו בשנה שעברה גם במסגרת היום המיוחד שיזמו בשדולת הדיור ב-12.7.2016 דיון תחת הכותרת ""חסמים בפני זכות הנשים בדיור"" בו העלו הרבה מהשאלות שנמשיך לדון בהן היום. ",נשים,נשים,0.8768791,,,,,,,
