Type,QuoteWordCount,QuoteLen,StartDate,Speaker,QuoteText,NonStopwordsQuoteText,Tag
Committee,113.0,655.0,2017-06-26 12:00:00,"היו""ר סתיו שפיר:","בשונה מהמצב שנהוג בחלק ממדינות העולם, בישראל אין שום חובת שקיפות על השיחות והמפגשים שנערכים בין שדלנים לבין נבחרי ציבור ועובדי ציבור. בשעה שכאן בכנסת יש רמת שקיפות מסוימת וחובה שעברה בחקיקה ללוביסטים לענוג את תג הזיהוי הכתום, שאנחנו גם רואים לפנינו כאן ורואים בוועדות השונות, במשרדי הממשלה, על אף שיצאו הנחיות של נציבות שירות המדינה, אנחנו לא יכולים לבצע שום מעקב. למעשה, המעקב היחיד או התירוץ שאנחנו שומעים לפעמים משרים, כמו בתשובה שקיבלה עכשיו העמותה לדמוקרטיה מתקדמת, בה נאמר שבמקרה מסוים שרה מפרסמת את הלו""ז שלה ולכן אין חשש – אנחנו יודעים שהתשובות האלה חלקיות ביותר, לא באמת משקפות ואפילו לא יכולות לשקף את השאלה האם באמת התקיימו מפגשים עם לוביסטים. ",בשונה מהמצב שנהוג בחלק ממדינות בישראל חובת שקיפות השיחות והמפגשים שנערכים שדלנים לבין נבחרי ציבור ועובדי ציבור בשעה שכאן רמת שקיפות מסוימת וחובה שעברה בחקיקה ללוביסטים לענוג תג הזיהוי הכתום לפנינו ורואים בוועדות השונות במשרדי שיצאו הנחיות נציבות שירות יכולים לבצע מעקב למעשה המעקב היחיד התירוץ שומעים משרים בתשובה שקיבלה העמותה לדמוקרטיה מתקדמת נאמר שבמקרה מסוים שרה מפרסמת הלוז חשש שהתשובות חלקיות משקפות ואפילו יכולות לשקף השאלה התקיימו מפגשים לוביסטים,כלכלי
Committee,125.0,704.0,2022-01-25 10:30:00," << יור >> היו""ר מיכאל מרדכי ביטון: << יור >> ","אבל, ההיי-טק הישראלי יש לו גם אתגרים, והוא מאופיין בכך שהוא חלק מתחום שההשתנות בו היא כמעט על בסיס חודשי ושנתי. חברות הענק יכולות לקום וליפול בהיי-טק, ומוצרי ההיי-טק יכולים להשתנות, זה יכול להיות ממחשב אישי, בדור שלי, הדור שבעצם גדל אל תוך מהפכת המחשבים, והיום כבר מדברים על כלים אחרים, על ענין ועל אפליקציות, ובעצם כל העולם בכף ידך, ועל מיזרור של שבבים. גם בהיבט של חומרה, גם בהיבט של תוכנה, העולם הזה משתנה על בסיס חודשים. מי לא משתנה על בסיס חודשי? הממשלה והרגולציה. אם אנחנו משתנים זה על בסיס כל כמה שנים. הוועדה הזו תפקידה להיות רלוונטית לעולם ההיי-טק, להביא את החסמים, את המגבלות, את הצרכים ולהתאים את הרגולציה הממשלתית ואת ההשקעות הממשלתיות להשתנות ולצרכים הדינאמיים של עולם ההיי-טק ולהיות כתובת. ",ההיי-טק הישראלי אתגרים מאופיין בכך מתחום שההשתנות בסיס חודשי ושנתי חברות הענק יכולות לקום וליפול בהיי-טק ומוצרי ההיי-טק יכולים להשתנות ממחשב אישי בדור הדור שבעצם גדל תוך מהפכת המחשבים והיום כלים ענין אפליקציות ובעצם בכף ידך מיזרור שבבים בהיבט חומרה בהיבט תוכנה משתנה בסיס חודשים משתנה בסיס חודשי והרגולציה משתנים בסיס תפקידה רלוונטית ההיי-טק החסמים המגבלות הצרכים ולהתאים הרגולציה הממשלתית ההשקעות הממשלתיות להשתנות ולצרכים הדינאמיים עולם ההיי-טק ולהיות כתובת,כלכלי
Committee,125.0,672.0,2017-06-07 09:30:00,"היו""ר יעקב מרגי:","הלוואי והייתי יכול לעצור את מה שההורים נאלצים לעשות, כי לצערי הרב ההכרח לא יגונה, אבל צריך לעצור את התופעה הזו ולדאוג לכך שתלמידות בגבעת זאב ילמדו סמוך לבתיהן. אנו מענישים את התלמידות והמשפחות פעם אחר פעם, הן במרחקים הן בזמן ההסעה והן בביטחון ובנוסף גם לתת להן תחושה של ""אורחים"". תלמידה שמרגישה שהיא אורחת לכל אורך תקופת הלימודים, בין אם זה שנה, או שנתיים או שלוש, כאשר כל הפעילות החברתית של חברותיה היא בעיר שלה אבל היא נאלצת ללמוד בעיר סמוכה ולא תמיד יכולה להשתתף איתן בפעילות החברתית. היום אני לא מתכונן לתת או לשמוע כאן הסברים, כפי ששמעתי בדיון הקודם, אבל אני לא ארפה מהנושא הזה גם אם אצטרך להתערב בתחומים שאינם שייכים לתחומי הוועדה, אני חושב שצריך לעצור את המצב הזה. ",הלוואי והייתי לעצור שההורים נאלצים הרב ההכרח יגונה לעצור התופעה ולדאוג לכך שתלמידות בגבעת זאב ילמדו סמוך לבתיהן מענישים התלמידות והמשפחות במרחקים בזמן ההסעה והן בביטחון ובנוסף להן תחושה תלמידה שמרגישה אורחת אורך תקופת הלימודים שנתיים שלוש הפעילות החברתית חברותיה בעיר נאלצת ללמוד בעיר סמוכה להשתתף איתן בפעילות החברתית מתכונן הסברים ששמעתי הקודם ארפה מהנושא אצטרך להתערב בתחומים שאינם שייכים לתחומי שצריך לעצור המצב,חינוך
Committee,134.0,686.0,2016-06-23 10:00:00,"היו""ר ניסן סלומינסקי:","הדרך לחזק היא לא תמיד על ידי זה שאתה מוסיף תקציבים או מוסיף כוח אדם, שגם זה יכול להיות שצריך, הרבה פעמים זה על ידי זה שיש בקרה ובקרה חיובית הכוונה. בדרך כלל בקרה מתחלקת לשני חלקים, האחד זה בקרה מערכתית, שוודאי שהיא חשובה לאין ערוך, שבה מהלכים או תרחישים רוחביים, צריכים מישהו שיסתכל ויגיד 'רגע, חבר'ה, מה קרה? איך זה יכול להיות, לאן זה הגיע?' וצריכים לתקן אותם, ויש גם את הבקרה הפרטנית, אבל, שוב, לא בקרה במגמה לחפש את מי לתפוס, שיש לי מכסה שאני צריך לתפוס שתי פרקליטות, מה שנקרא, אלא בדיוק הפוך, המגמה היא לנסות לאתר אם יש כשלים או דברים וההיפך, לחנך ולשנות ולהוביל את זה שזה יהיה עוד יותר טוב. בדרך כלל בקרה שנעשית בצורה נכונה היא רק תורמת לחיזוק של הגוף זו, אני חושב, המגמה של כולנו.",הדרך לחזק מוסיף תקציבים מוסיף כוח שצריך בקרה ובקרה חיובית הכוונה כלל בקרה מתחלקת לשני חלקים האחד בקרה מערכתית שוודאי חשובה לאין ערוך שבה מהלכים תרחישים רוחביים צריכים שיסתכל ויגיד חברה קרה לאן הגיע וצריכים לתקן הבקרה הפרטנית בקרה במגמה לחפש לתפוס מכסה לתפוס שתי פרקליטות שנקרא הפוך המגמה לנסות לאתר כשלים וההיפך לחנך ולשנות ולהוביל כלל בקרה שנעשית נכונה תורמת לחיזוק הגוף המגמה,בלי
Committee,84.0,463.0,2020-10-27 13:30:00," << יור >> היו""ר דוד ביטן: << יור >>   ","הכנסת זוכרת את קורבנות הפיגועים בפיטסבורג, מונסי, סן דייגו וג'רסי סיטי. בטבח שהתרחש בבית הכנסת קהילת ""עץ חיים אור לשמחה"" בעיר פיטסבורג שבפנסילבניה ארצות-הברית ב-27 באוקטובר 2018 נרצחו 11 יהודים ונפצעו עוד רבים: רוז מלינגר בת 97, ניצולת שואה; מלווין ווקס בן 88; בני הזוג סילבן סימון בן 86 וברניס סימון בת 84; ג'ויס אייזנברג בת 75; דניאל שטיין בן 71; ארווין יאנגר בן 69; ד""ר ג'רי רבינוביץ' בן 66; ריצ'רד גוטפריד בן 65; האחים ססיל רוזנטל בן 59 ודיוויד רוזנטל בן 54. ",זוכרת קורבנות הפיגועים בפיטסבורג מונסי סן דייגו וגרסי סיטי בטבח שהתרחש קהילת עץ אור לשמחה בעיר פיטסבורג שבפנסילבניה ארצות-הברית ב-27 באוקטובר נרצחו 11 יהודים ונפצעו רבים רוז מלינגר 97 ניצולת שואה; מלווין ווקס 88; הזוג סילבן סימון 86 וברניס סימון 84; גויס אייזנברג 75; דניאל שטיין 71; ארווין יאנגר 69; דר גרי רבינוביץ 66; ריצרד גוטפריד 65; האחים ססיל רוזנטל 59 ודיוויד רוזנטל 54,בלי
Committee,127.0,712.0,2020-08-13 10:30:00," << יור >> היו""ר מיכל וונש: << יור >> ","בוקר טוב ותודה שאתם פה איתנו, בעצם הוועדה בראשותי, הוועדה להתמודדות עם סמים ואלכוהול בחרה להסתכל על כל הנושא הענק הזה דרך הפריזמה של התמכרויות מתוך הבנה או תובנה שזה מאפשר לנו לפתוח את כל מנעד הנושאים שעולים על השולחן, מלגליזציה ועד עישון סיגריות ועד אלימות בחברה באופן כללי וגם בהבנה שהנושא הזה של התמכרויות הוא בתת טיפול כל כך כל כך גדול במדינת ישראל למרות הפעילות המדהימה שקורית בכל המקומות שאני זוכה לבקר אותם עם אמנון, אבל שהתפיסה חייבת להיות רחבה יותר, שחייבים להתייחס לנושא הזה בצורה הוליסטית, שאנחנו חייבים לייצר את כל הרצף הטיפולי. בעצם אתם עוסקים כבר במלאכת הקודש הזאת בקהילות הטיפוליות בהרבה מאוד מקומות שמדינת ישראל נכשלה בהם, בתהליך שניתן היה גם לאתר וגם להסביר וגם להוריד את הסטיגמות עד לאותו רגע. ",ותודה איתנו בראשותי להתמודדות סמים ואלכוהול בחרה להסתכל הענק הפריזמה התמכרויות הבנה תובנה מאפשר מנעד הנושאים שעולים השולחן מלגליזציה עישון סיגריות אלימות בחברה כללי בהבנה שהנושא התמכרויות בתת טיפול הפעילות המדהימה שקורית המקומות זוכה לבקר אמנון שהתפיסה חייבת רחבה שחייבים להתייחס לנושא הוליסטית חייבים לייצר הרצף הטיפולי עוסקים במלאכת הקודש בקהילות הטיפוליות בהרבה מקומות שמדינת נכשלה בהם בתהליך שניתן לאתר להסביר להוריד הסטיגמות לאותו,רווחה
Committee,105.0,598.0,2016-08-15 11:00:00,"היו""ר עאידה תומא סלימאן:","הנושא לא רק נוגע לנו וחשוב לנו בגלל שהנשים הנפלאות האלו, שעושות את העבודה המסורה שלהן, מגדלות את הדורות הבאים של אזרחים ואזרחיות; לא רק בגלל שהן עובדות קשה כדי להתפרנס, אלא בקונטקסט של הימים האלה, כשאנחנו מדברים יותר ויותר על תעסוקת נשים באופן כללי ותעסוקת נשים ערביות באופן מיוחד. כאשר המדינה מקצה משאבים ותכניות כדי לשלב את הנשים בתעסוקה, אנחנו עומדים בפני מצב שאכן יש כ-3,600 נשים שהשתלבו בתעסוקה דרך המשפחתונים. אלה הנשים המטפלות עצמן. אבל אנחנו רוצים שנשים יעבדו וישתכרו בכבוד. לא רק שיעבדו, אנחנו רוצות שנשים, כאשר הן יעשו את העבודה שלהן, ירגישו שהן מקבלות את התגמול המגיע להן על העשייה שלהן.",נוגע וחשוב שהנשים הנפלאות האלו שעושות העבודה המסורה שלהן מגדלות הדורות הבאים אזרחים ואזרחיות; שהן עובדות להתפרנס בקונטקסט הימים ויותר תעסוקת נשים כללי ותעסוקת נשים ערביות מיוחד מקצה משאבים ותכניות לשלב הנשים בתעסוקה עומדים בפני שאכן כ-3600 נשים שהשתלבו בתעסוקה המשפחתונים הנשים המטפלות עצמן שנשים יעבדו וישתכרו בכבוד שיעבדו רוצות שנשים יעשו העבודה שלהן ירגישו שהן מקבלות התגמול המגיע להן העשייה שלהן,נשים
Committee,105.0,535.0,2016-07-19 11:45:00,"היו""ר משה גפני:","אני מתחיל בנושא של 12 שנות לימוד. העליתי את זה גם במליאת הכנסת ויש לפני מכרז של משרד האוצר שבתנאי הסף מבקש 12 שנות לימוד. הוא לא מבקש תעודה או דברים מהסוג הזה. פנה אלי אחד שהשתתף במכרז הזה ופסלו אותו על הסף. נאמר על-ידי חאלד מסאלחה, שהוא מנהל תחום פיקוח ובקרה בנציבות שירות המדינה שתנאי הסף זה השכלה של 12 שנות לימוד – לא תעודה, 12 שנות לימוד שיראו שהבחור הזה לא ישב על הברזלים בכיכר העיר ועשה שם דברים שלא ייעשו אלא שהוא ישב במקום מוסדר. ""מבדיקה מעמיקה במסמכים הקיימים בתיקך האישי אין ברשותך 12 שנות לימוד"". זה היה אחרי בדיקה מעמיקה. ",מתחיל 12 שנות לימוד העליתי במליאת מכרז האוצר שבתנאי הסף 12 שנות לימוד תעודה מהסוג פנה אלי שהשתתף במכרז ופסלו הסף נאמר על-ידי חאלד מסאלחה תחום פיקוח ובקרה בנציבות שירות שתנאי הסף השכלה 12 שנות לימוד תעודה 12 שנות לימוד שיראו שהבחור ישב הברזלים בכיכר העיר ועשה ייעשו ישב מוסדר מבדיקה מעמיקה במסמכים הקיימים בתיקך האישי ברשותך 12 שנות לימוד בדיקה מעמיקה,חינוך
Committee,101.0,521.0,2016-06-19 11:00:00,נסיה לנג:,"""יום שישי, הטלפון מצלצל בדיוק כשאת מבשלת. נכון את כוננית היום? היא שואלת. כמו בזרם חשמל זה מכה בך פתאום, אוי לי, אכן הכוננות היא היום. מה קרה? מי הגיע? מה כבר ידוע? את מקשיבה וכולך זעזוע. עוד ילדה שיצאה לשתות עם זרים או עצרה טרמפ מזדמן בהרים, ילדה שניסתה סמים בראשונה, בשכונה שלה, מעבר לפינה, ילדה שחשבה שהבחור המפרגן שאמר שהוא אוהב אותה הוא באמת התכוון. ילדה שרצתה רק קצת תשומת לב ולא הבינה שלגופה הוא רעב, שאין לו עניין בנפשה או רגשותיה, שהוא רק רוצה למשש את שדיה ולחלל את גופה ואת נעוריה, להתעלל בה ולראות את ייסוריה. ",שישי הטלפון מצלצל כשאת מבשלת כוננית שואלת בזרם חשמל מכה בך פתאום אוי אכן הכוננות קרה הגיע ידוע מקשיבה וכולך זעזוע ילדה שיצאה לשתות זרים עצרה טרמפ מזדמן בהרים ילדה שניסתה סמים בראשונה בשכונה מעבר לפינה ילדה שחשבה שהבחור המפרגן שאמר התכוון ילדה שרצתה תשומת הבינה שלגופה רעב עניין בנפשה רגשותיה למשש שדיה ולחלל גופה נעוריה להתעלל ולראות ייסוריה,נשים
Committee,115.0,585.0,2017-03-20 11:00:00,"היו""ר מכלוף מיקי זוהר:","אני לא יודע אם אתם יודעים, אבל נתונים מעניינים, אחד מכל שבעה גברים עבר פגיעה מינית בחייו. יש נתון כזה, שגברים כן חווים פגיעה מינית. נכון, זה קורה הרבה יותר שגבר תוקף מינית אישה, אבל יש הרבה מקרים גם שאישה תוקפת גבר מינית ועל כן העניין הזה גם צריך לעלות. הנושא של האלימות הפיזית, דמיינו לכם מצב שניטש בין בני זוג ויכוח והעניין נגרר חלילה לפסים אלימים, וזה קורה לפעמים גם במשפחות הכי טובות, ואז יוצא מצב שהגבר מכה את אשתו והאישה מכה את בעלה, זה משהו שיכול לקרות. אני מבטיח לכם שבדיון משפטי הגבר יישב בבית הסוהר והאישה לא תקבל על זה אפילו אזהרה. וזה גם סוג של קיפוח שאנחנו רוצים לדון בו. ",נתונים מעניינים שבעה גברים עבר פגיעה מינית בחייו נתון שגברים חווים פגיעה מינית קורה שגבר תוקף מינית אישה מקרים שאישה תוקפת גבר מינית העניין לעלות האלימות הפיזית דמיינו שניטש זוג ויכוח והעניין נגרר חלילה לפסים אלימים קורה במשפחות טובות שהגבר מכה אשתו והאישה מכה בעלה שיכול לקרות מבטיח שבדיון משפטי הגבר יישב הסוהר והאישה תקבל אזהרה סוג קיפוח לדון,נשים
Committee,101.0,550.0,2020-05-03 11:00:00," << יור >> היו""ר עאידה תומא סלימאן: << יור >> ","לצערנו הרב, כולנו יודעים שבמצבים של מתח ובמצבים של חוסר בהירות ובמצבים של לחץ, האלימות עלולה לגבור, כי אנשים שמשתמשים באלימות בדרך כלל משתמשים בה כי הם חושבים שהיא תוציא אותם מהלחץ שהם נמצאים בו, והם מוציאים את זה על האנשים שהם חושבים שהם יותר מוחלשים מהם ואפשר לעשות את זה. לצערנו הרב, ארבע נשים נרצחו מתחילת הסגר – שתי נשים ערביות ושתי נשים יהודיות. חלוקה שוויונית לגמרי. אני אומרת את זה בציניות, כי לצערי הרב, הנשים האלה איבדו את חייהן ולא יכלו להתגונן. אולי הן התגוננו מפני הקורונה, אבל לא יכלו להתגונן מפני האלימות המופעלת נגדן בתוך הבתים שלהן. ",לצערנו הרב שבמצבים מתח ובמצבים חוסר בהירות ובמצבים לחץ האלימות עלולה לגבור שמשתמשים באלימות כלל משתמשים חושבים תוציא מהלחץ והם מוציאים חושבים מוחלשים ואפשר לצערנו הרב ארבע נשים נרצחו מתחילת הסגר שתי נשים ערביות ושתי נשים יהודיות חלוקה שוויונית לגמרי אומרת בציניות הרב הנשים איבדו חייהן יכלו להתגונן התגוננו מפני הקורונה יכלו להתגונן מפני האלימות המופעלת נגדן הבתים שלהן,נשים
Committee,97.0,540.0,2018-01-01 12:45:00,"היו""ר אלי אלאלוף:","אני שמח שהמשרד בראשות השר החליטו להתמודד עם הנושא של אכיפה של העיצומים הכספיים ובכלל של אכיפה על נושא תאונות העבודה, במיוחד יחד עם החברים שלי, איל בן ראובן וחאג' יחיא, ניסינו לשנות את המצב, אני מקווה שקצת, איזה פעולה או שתיים הצלחנו, לסגור אתרי בנייה, ומצד שני גם חבר הכנסת אילן גילאון הצליח בדברים שקידם בנגישות לנסות ולתקן עיוותים. אבל אנחנו, אני אומר את זה באחריות מלאה, באמת רחוקים רחוקים מאכיפה רצינית על תאונות עבודה בכלל ובבנייה בפרט, בגלל המחסור במפקחים ובגלל התנאים המוגבלים שיש להם גם כשיש מפקחים כדי שיוכלו להתמודד עם האתגר הזה. ",שהמשרד בראשות השר החליטו להתמודד אכיפה העיצומים הכספיים ובכלל אכיפה תאונות העבודה יחד החברים איל ראובן וחאג יחיא ניסינו המצב שקצת פעולה שתיים הצלחנו לסגור אתרי בנייה ומצד אילן גילאון הצליח בדברים שקידם בנגישות לנסות ולתקן עיוותים באחריות מלאה רחוקים רחוקים מאכיפה רצינית תאונות ובבנייה בפרט המחסור במפקחים ובגלל התנאים המוגבלים כשיש מפקחים שיוכלו להתמודד האתגר,בלי
Committee,84.0,490.0,2018-01-22 09:30:00,"היו""ר שלי יחימוביץ:","מדובר על קרן שהוקמה בעקבות העלאת גיל הפרישה בשנת 2004. היא התחילה בעצם לפעול ולקבל כספים בשנת 2011. מטרתה הייתה לסייע למי שנפגעו כתוצאה מהעלאתו של גיל הפרישה שני מסלולים. מסלול אחד מעין פנסיית גישור למי שנפלטו מהעבודה ונותרו בלא פרנסה ובלא עבודה חלופית בעקבות העלאת גיל הפרישה; והמטרה השנייה הייתה הכשרה והסבה מקצועית למי שעוסקים במקצועות שוחקים, כשמקצועות שוחקים יש להם הגדרה מאד ברורה. מדובר במקצועות שהעבודה הפיזית בהם בעיקר היא מאד מאד קשה ושוחקת והיא אפשר להמשיך לעסוק בהם בגיל מאוחר. ",שהוקמה בעקבות העלאת הפרישה בשנת 2004 התחילה לפעול ולקבל כספים בשנת 2011 מטרתה לסייע שנפגעו כתוצאה מהעלאתו הפרישה מסלולים מסלול מעין פנסיית גישור שנפלטו מהעבודה ונותרו בלא פרנסה ובלא חלופית בעקבות העלאת הפרישה; והמטרה השנייה הכשרה והסבה מקצועית שעוסקים במקצועות שוחקים כשמקצועות שוחקים הגדרה ברורה במקצועות שהעבודה הפיזית בהם ושוחקת והיא להמשיך לעסוק בהם בגיל מאוחר,כלכלי
Committee,112.0,597.0,2016-11-01 11:00:00,"היו""ר אורי מקלב:","אני יודע שאתם נמצאים כאן היום וכרגיל, כשמציינים יום, אז באים קצת לעודד או לחזק או לציין או לתמרץ אבל ענף החקלאות בכלל, באופן כללי, נמצא בארץ היום באיזה מבחן זמן לא פשוט. נלחמים בעצם על הקיום, על הלגיטימיות כמעט, על המשכיות ואולי גם על הכדאיות. הנושאים האלה, שעולים מפעם לפעם פה, עדיין לא מקבלים את הפעילות הנכונה, את ה input הנכון, להיות אוזן מספקת כדי לחוש ולשמוע את הטלטלות והקשיים שהענף הזה עובר. אי אפשר להסתכל על ענף החקלאות בכלל רק באופן כדאִי ורק מהיבטים כלכליים גרידא. יש פה הרבה ערכים, ערכים חשובים מאד שצריך לחזק אותם, צריך לתמוך בהם, צריך לבסס אותם וחס וחלילה לא לעשות הפוך ולפגוע בהם. ",וכרגיל כשמציינים באים לעודד לחזק לציין לתמרץ ענף החקלאות כללי באיזה מבחן נלחמים הקיום הלגיטימיות המשכיות ואולי הכדאיות הנושאים שעולים מפעם לפעם מקבלים הפעילות הנכונה input הנכון אוזן מספקת לחוש ולשמוע הטלטלות והקשיים שהענף עובר להסתכל ענף החקלאות כדאִי ורק מהיבטים כלכליים גרידא ערכים ערכים חשובים שצריך לחזק לתמוך בהם לבסס וחס וחלילה הפוך ולפגוע בהם,בלי
Committee,123.0,611.0,2017-10-24 14:00:00,מיקי לוי (יש עתיד):,"נו באמת, איזה דבר מצוץ מהאצבע. איזה ניגודי עניינים? יש כאן נציג ציבור שלא נכנס למקרקעין 20 שנה. על מה אתם מדברים? אתם פשוט מרמים אותנו. אני לא אתן לכם את זה. אל תעשי לי בראש כך. אתם מרמים אותנו. יש פה נציג ציבור שישב בוועדות האלו. 20 שנה הוא לא נכנס למקרקעין. אל תחשבו שאני לא מגן על רשות המיסים. אני מגן בכל כוחי על רשות המסים במשך ה-5 שנים שחלפו, הובלתי הרבה מהלכים. במקרה הזה הולכים לפגוע בציבור הנישומים, אני אומר לכם את זה. תלכו הביתה, תעשו שיעורי בית. אתם מובילים אותנו בכחש, אני אומר לך את זה. משרד המשפטים פתאום מופיע לי כאן על מינוי ועדה, על להוריד נציגי ציבור? מה זה, חוק יסוד? על מה אתם מדברים בכלל? ",מצוץ מהאצבע ניגודי עניינים נציג ציבור נכנס למקרקעין 20 מרמים אותנו אתן תעשי בראש מרמים אותנו נציג ציבור שישב בוועדות האלו 20 נכנס למקרקעין תחשבו מגן המיסים מגן כוחי המסים במשך ה-5 שחלפו הובלתי מהלכים במקרה הולכים לפגוע בציבור הנישומים תלכו הביתה תעשו שיעורי מובילים אותנו בכחש המשפטים פתאום מופיע מינוי ועדה להוריד ציבור יסוד,כלכלי
Committee,105.0,548.0,2018-12-11 12:00:00,"היו""ר עאידה תומא סלימאן:","כל פעם שאנחנו מזמינות לדיון כזה, אני מתלבטת באיזה מילים להשתמש. התואר הזה שניתן לנשים חסרות מעמד הוא בעיני טרמינולוגיה מאוד אכזרית כי בעיני כל אישה יש לה את המעמד שלה ולכל אשה וכל גבר יש את הקיום והזכות להיות במעמד שוויוני. אבל לבוא ולהגיד ""חסרות מעמד"" זה משקף כאילו הנשים האלה שקופות ואם אני רוצה להדגיש משהו אז אנחנו מדברות על איך הן נראות או לא נראות שקופות בעיני הממסד, כי זה אחד הדברים שאנחנו מנסים כל הזמן לבדוק, איך הממסד, איך המדינה, איך הממשלה על כל זרועותיה מתייחסת לנשים הללו ומה השלכות המעמד הזה של חוסר מעמד משפיע על חיי היום יום שלהן.",מזמינות מתלבטת באיזה מילים להשתמש התואר שניתן לנשים חסרות מעמד בעיני טרמינולוגיה אכזרית בעיני אישה המעמד ולכל אשה גבר הקיום והזכות במעמד שוויוני לבוא ולהגיד חסרות מעמד משקף כאילו הנשים שקופות להדגיש מדברות נראות נראות שקופות בעיני הממסד הדברים מנסים לבדוק הממסד זרועותיה מתייחסת לנשים הללו השלכות המעמד חוסר מעמד משפיע חיי שלהן,נשים
Committee,103.0,522.0,2016-03-23 09:00:00,"היו""ר עאידה תומא סלימאן:","כמו הרבה מאזרחי המדינה, באם אם יהודים או לא, באם הם ערבים או יהודים, שמענו על התופעה של מסורבות גט ונשים עגונות. לא שאני יכולה לדבר יותר מדי על התופעה ובטוח שלא להסביר אותה, כי למען האמת אף פעם לא הבנתי אותה וכנראה אף פעם לא אבין אותה. אבין במובן לקבל, אבין במובן לסלוח, על זה שיש נשים שצריכות לחיות במצב כזה – כלואות בכלא דמיוני. יכול להיות שפיזית הן לא כלואות, אבל נפשית וביכולות שלהן להתפתח בחיים שלהן ולבחור את צורת החיים שהן רוצות לבחור בה – אין כלואות. והן לא מקבלות את הזכות הבסיסית להחליט על עתידן ועל המשך חייהן. ",מאזרחי באם יהודים באם ערבים יהודים שמענו התופעה מסורבות גט ונשים עגונות התופעה ובטוח להסביר הבנתי וכנראה אבין אבין במובן אבין במובן לסלוח נשים שצריכות לחיות במצב כלואות בכלא דמיוני שפיזית כלואות נפשית וביכולות שלהן להתפתח בחיים שלהן ולבחור צורת שהן רוצות כלואות והן מקבלות הזכות הבסיסית להחליט עתידן המשך חייהן,נשים
Committee,88.0,471.0,2016-06-26 12:30:00,חגי דוד:,"סך הכול סדר היום שלנו מתוח מקצה לקצה, אנחנו דוגלים מאוד גם בהבאת חינוך לתוך החדרים. לאחרונה אנחנו פתחנו להם את ערוץ נשיונל גיאוגרפיק. כמה שזה נשמע קטן, אבל זה אדיר וזה נותן לנערים המון המון ידע וצפייה דרך בעלי חיים. זה משלים לנו את פינת החי שנמצאת בבית הסוהר. פינת החי מתפקדת על בסיס יומי, הנערים מטפלים בחיות שנמצאות בפינת החי. סופו של תהליך, רבותיי, סדר היום שלנו מסתיים באזור השעה 23:00, הנערים הולכים לישון וקמים למחרת בבוקר, יש כיבוי אורות. זה נותן לנערים המון סדר. ",סך הכול מתוח מקצה לקצה דוגלים בהבאת חינוך לתוך החדרים לאחרונה פתחנו נשיונל גיאוגרפיק אדיר נותן לנערים ידע וצפייה משלים פינת החי שנמצאת הסוהר פינת החי מתפקדת בסיס יומי הנערים מטפלים בחיות שנמצאות בפינת החי סופו תהליך רבותיי מסתיים באזור 2300 הנערים הולכים לישון וקמים למחרת בבוקר כיבוי אורות נותן לנערים,חינוך
Committee,67.0,346.0,2018-10-29 09:30:00,"היו""ר אברהם נגוסה:","אני רוצה להקריא את שמות הנרצחים: רוז מאלינגר בת 97, ניצולת שואה, מלווין ווקס בן 88, בני הזוג סילבן סימון בן 86, וברניס סימון בת 84, ג'ויס אייזנברג בת 75, דניאל שטיין בן 71, ארווין יאנגר בן 69, ד""ר ג'רי רבינוביץ' בן 66, ריצ'רד גוטפריד בן 65, האחים ססיל רוזנטל בן 59, ודייויד רוזנטל בן 54. השם יקום דמם, יהיה זכרם ברוך. אני מבקש לקום לדומייה בבקשה.",להקריא שמות הנרצחים רוז מאלינגר 97 ניצולת שואה מלווין ווקס 88 הזוג סילבן סימון 86 וברניס סימון 84 גויס אייזנברג 75 דניאל שטיין 71 ארווין יאנגר 69 דר גרי רבינוביץ 66 ריצרד גוטפריד 65 האחים ססיל רוזנטל 59 ודייויד רוזנטל 54 השם יקום דמם זכרם ברוך לקום לדומייה,בלי
Committee,90.0,480.0,2020-08-25 09:30:00," << יור >> היו""ר מיכל וונש: << יור >>  ","הסרטונים האלה תמיד מאוד קשים, הם רק מציפים את הבעיות כפי שכולכם, מי שנמצא על הקו, וכולנו כבר מכירים את המציאות המאוד לא פשוטה. הם בעצם נותנים לנו תמונה של הגיבורות, במקרה הזה הגיבורות , כולן, הנערות, הנשים, שמוצאות את הכח, את האומץ, לקחת אחריות אישית על מנת להתמודד עם מחלת ההתמכרות שהן סובלות ממנה, אחרי שנים של השלכות נוספות שהן לא רק מתמודדות עם מחלת ההתמכרות אלא עם כל מה שנלווה לכך, ובמקרים הרבים שאנחנו נחשפים אליהם, כולל גם את ההשלכה על כל התא המשפחתי, כפי שהתייחסנו אליו. ",הסרטונים קשים מציפים הבעיות שכולכם שנמצא הקו וכולנו מכירים המציאות המאוד פשוטה נותנים הגיבורות במקרה הגיבורות כולן הנערות הנשים שמוצאות הכח האומץ אחריות אישית מנת להתמודד מחלת ההתמכרות שהן סובלות ממנה השלכות נוספות שהן מתמודדות מחלת ההתמכרות שנלווה לכך ובמקרים הרבים נחשפים אליהם ההשלכה התא המשפחתי שהתייחסנו אליו,רווחה
